"","Geneid","Length","E1_cpm","E2_cpm","E3_cpm","E4_cpm","E5_cpm","E6_cpm","CPM_mean","CPM_stdev"
"56","fgb",1819,2.84168597986969,2.78257651454988,8.38905301033064,5.60196249395756,17.0073536557712,8.8804674732727,7.58384985462527,5.30283348169044
"57","fga",2349,2.55751738188272,5.47819751302007,11.0582971499813,3.07204394829931,18.0601898344618,4.23529987186852,7.41025761658561,6.04833278225187
"58","eif3f",893,0.378891463982625,0.173911032159367,0,0.542125402641054,1.29579837377304,1.63947091814265,0.671699531783123,0.652315949781503
"59","mpc2a",3701,0.189445731991312,0,0,0.180708467547018,0.16197479672163,0.136622576511888,0.111458595461975,0.0882141573496444
"60","saraf",1907,0,0,0.381320591378666,0.180708467547018,0,0,0.0936715098209473,0.158376029208812
"61","mttp",3149,0,0,0,0,0.48592439016489,0.136622576511888,0.103757827779463,0.195035443146517
"62","stra6l",3821,0,0,0,0,0.16197479672163,0,0.026995799453605,0.0661259338598372
"63","nansa",2732,0,0,0,0,0.16197479672163,0.136622576511888,0.049766228872253,0.077513222057617
"64","zgc:77739",1242,0,0.347822064318734,0,0,0,0,0.0579703440531224,0.141997763143735
"65","ppp2r2ca",7474,0,0,0,0,0,0.136622576511888,0.0227704294186479,0.0557759332997464
"66","hgsnat",2862,0,0,0,0.180708467547018,0,0,0.030118077924503,0.0737739229484146
"67","pi4k2b",2330,0,0,0,0,0.32394959344326,0,0.05399159890721,0.132251867719674
"68","dlc1",9138,0,0,0,0,0,0.136622576511888,0.0227704294186479,0.0557759332997464
"69","mtus1b",6525,0,0,0,0,0.16197479672163,0.136622576511888,0.049766228872253,0.077513222057617
"70","pcm1",7676,0,0,0,0,0.48592439016489,0,0.0809873983608151,0.198377801579512
"71","asah1b",1644,0,0,0.571980887067998,0,0,0,0.0953301478446664,0.233510219323514
"72","fat1a",21375,0,0,0,0,0.16197479672163,0,0.026995799453605,0.0661259338598372
"73","ufsp2",1798,0,0,0,0.542125402641054,0,0,0.090354233773509,0.221321768845244
"74","cyp4v2a",2471,4786.15697302852,2882.22753597719,2510.04279275007,2609.43027137894,2809.04791214487,3242.94178737442,3139.97454544233,845.547873879399
"75","fam114a1",2683,0,0,0,0.180708467547018,0,0,0.030118077924503,0.0737739229484146
"76","tmsb5",439,0,0,0,0.542125402641054,0,0,0.090354233773509,0.221321768845244
"77","exosc9",1394,0,0,0,0,0,0.136622576511888,0.0227704294186479,0.0557759332997464
"78","rbm47",7419,0,0,0,0,0,0.273245153023775,0.0455408588372959,0.111551866599493
"79","clockb",5541,5.49392622774806,9.21728470444646,10.867636854292,79.6020799544615,107.470277624802,87.8483166971437,50.0832536771489,46.4476732517953
"80","ecpas",6370,0,0,0,0.180708467547018,0.16197479672163,0.136622576511888,0.079884306796756,0.0886206506346712
"81","fbxo10",4530,0,0,0,0,0.16197479672163,0,0.026995799453605,0.0661259338598372
"82","tmem192",1554,0,0,0,0,0.32394959344326,0,0.05399159890721,0.132251867719674
"83","tma16",2101,0,0,0,0.180708467547018,0,0,0.030118077924503,0.0737739229484146
"84","grhprb",2478,0,0,0.381320591378666,0,2.59159674754608,0.819735459071326,0.632108799666012,1.01354586580662
"85","mettl14",1696,0,0,0,0,0,0.136622576511888,0.0227704294186479,0.0557759332997464
"86","ugt8",5434,0,0,0,0.180708467547018,0.64789918688652,0,0.138101275738923,0.259998897092698
"87","zcchc7",4295,0,0,0,0,0,0.136622576511888,0.0227704294186479,0.0557759332997464
"88","melk",2571,0,0,0,0,0.16197479672163,0,0.026995799453605,0.0661259338598372
"89","adgrl3.1",6832,0,0,0.190660295689333,0,0,0,0.0317767159482221,0.0778367397745047
"90","rpl9",781,0.75778292796525,1.21737722511557,0.190660295689333,7.9511725720688,11.3382357705141,8.06073201420137,4.91932680092574,4.76751660385187
"91","ugdh",2210,0,0.347822064318734,0,0,0,0,0.0579703440531224,0.141997763143735
"92","n4bp2",5876,0,0,0,0.361416935094036,0,0,0.060236155849006,0.147547845896829
"93","ncapg",3803,0,0,0,0,0,0.409867729535663,0.0683112882559438,0.167327799899239
"94","lrba",10760,0,0,0,0,0,0.136622576511888,0.0227704294186479,0.0557759332997464
"95","rps3a",1461,2.27334878389575,0.695644128637469,3.43188532240799,11.7460503905562,15.3876056885549,17.077822063986,8.43539272967303,7.16791300649331
"96","qdprb.4",849,0,0,0,0,0.16197479672163,0,0.026995799453605,0.0661259338598372
"97","gatb",2126,0.378891463982625,0,0,0,0,0.273245153023775,0.108689436167733,0.171663213253815
"98","dctpp1",1337,0,0,0,0.180708467547018,0,0,0.030118077924503,0.0737739229484146
"99","plrg1",4748,0,0,0,0,0,0.136622576511888,0.0227704294186479,0.0557759332997464
"100","fgg",1578,6.062263423722,3.30430961102798,6.67311034912665,8.31258950716283,14.5777317049467,12.5692770390937,8.58321360584664,4.23713813784009
"101","lrata",1148,0,0,0.190660295689333,0.180708467547018,0,0,0.0618947938727251,0.0959386319938456
"102","fabp2",616,0,1.73911032159367,0,0.180708467547018,0,0,0.319969798190115,0.698981577782119
"103","si:ch211-145b13.6",982,0,0,0.381320591378666,0,0,0,0.0635534318964443,0.155673479549009
"104","pdcd4a",2848,0,0,0,0,0.32394959344326,0,0.05399159890721,0.132251867719674
"105","mxd4",3754,0,0,0,0,0.16197479672163,0,0.026995799453605,0.0661259338598372
"106","uso1",3911,0,0,0,0,0.16197479672163,0,0.026995799453605,0.0661259338598372
"107","anp32b",1495,0.378891463982625,0,0,0.361416935094036,0.48592439016489,0.409867729535663,0.272683419796202,0.215479709732955
"108","hemgn",5665,0,0,0,0,0.16197479672163,0.273245153023775,0.0725366582909009,0.117753426827362
"109","dnajb14",5422,24.6279451588706,26.9562099847019,14.2995221767,36.3224019769506,30.9371861738314,47.6129679143928,30.1260388975746,11.2747598055751
"110","zgc:172295",12899,0,0,0.190660295689333,0,0,0,0.0317767159482221,0.0778367397745047
"111","timmdc1",1084,0,0,0,0,0.16197479672163,0,0.026995799453605,0.0661259338598372
"112","pwp2h",2931,0,0,0,0,0,0.0683112882559438,0.011385214709324,0.0278879666498732
"113","cbsa",2930,0,0,0,0,0,0.273245153023775,0.0455408588372959,0.111551866599493
"114","cryaa",1495,0,0,0,0.180708467547018,0,0,0.030118077924503,0.0737739229484146
"115","cars2",2688,0,0,0,0,0,0.136622576511888,0.0227704294186479,0.0557759332997464
"116","lig4",3210,0,0,0,0,0,0.136622576511888,0.0227704294186479,0.0557759332997464
"117","raph1b",6736,0,0.521733096478102,0.190660295689333,2.52991854565825,0.971848780329781,3.14231925977342,1.22607999632148,1.30445943270551
"118","spp2",1014,0,0,0,0.180708467547018,1.13382357705141,0.273245153023775,0.264629532937034,0.441067257809282
"119","alg11",2846,0,0,0,0,0,0.136622576511888,0.0227704294186479,0.0557759332997464
"120","cpb2",1712,0,0.0869555160796836,0.190660295689333,0.813188103961581,0.566911788525705,0.614801594303494,0.3787528830933,0.329798423335307
"121","zc3h13",5982,0,0,0,0,0,0.136622576511888,0.0227704294186479,0.0557759332997464
"122","tm9sf2",3462,0,0,0,0.180708467547018,0,0,0.030118077924503,0.0737739229484146
"123","pcca",2999,0,0.173911032159367,0,0,0.48592439016489,0,0.109972570387376,0.196877506403458
"124","vps8",4477,0,0,0,0.180708467547018,0,0,0.030118077924503,0.0737739229484146
"125","mzt1",772,0,0,0,0.180708467547018,0,0.409867729535663,0.0984293661804468,0.168829538409488
"126","dis3",3243,0,0,0,0,0,0.136622576511888,0.0227704294186479,0.0557759332997464
"127","metap1d",1256,0,0,0,0.180708467547018,0,0.136622576511888,0.0528885073431509,0.0831121091081427
"128","as3mt",2096,0,0,0,0,0,0.136622576511888,0.0227704294186479,0.0557759332997464
"129","nt5c2b",8134,0,0,0,0,0.32394959344326,0,0.05399159890721,0.132251867719674
"130","pudp",3335,0,0,0,0,0,0.136622576511888,0.0227704294186479,0.0557759332997464
"131","arl13b",5472,0,0,0,0.361416935094036,0.16197479672163,0.136622576511888,0.110002384721259,0.143471681033118
"132","gpalpp1",1658,0,0,0.0953301478446664,0,0,0,0.0158883579741111,0.0389183698872524
"133","gtf2f2a",1292,0,0,0.0953301478446664,0,0,0,0.0158883579741111,0.0389183698872524
"134","tpt1",2733,4.35725183580019,2.08693238591241,1.71594266120399,22.7692669109243,26.4018918656257,30.0569668326153,14.5647087486803,13.209251370757
"135","gab1",6867,0,0,0,0,0.16197479672163,0,0.026995799453605,0.0661259338598372
"136","smad1",3072,0,0,0,0,0,0.136622576511888,0.0227704294186479,0.0557759332997464
"137","mmaa",1687,0,0,0,0,0,0.136622576511888,0.0227704294186479,0.0557759332997464
"138","arhgap10",3629,0,0,0,0,0,0.136622576511888,0.0227704294186479,0.0557759332997464
"139","nr3c2",3540,4.92558903177412,11.4781281225182,2.85990443533999,19.1550975599839,13.119958534452,28.2808733379607,13.3032585036715,9.39347280007907
"140","hmgb2a",1104,0.568337195973937,0.347822064318734,0.762641182757331,0,0.16197479672163,0,0.306795873295272,0.312122577824458
"141","spcs3",709,0,0,0,0,0,0.136622576511888,0.0227704294186479,0.0557759332997464
"142","sod3b",5736,0.189445731991312,0.869555160796836,0.381320591378666,1.44566774037614,0.64789918688652,1.0929806120951,0.771144837254097,0.463415642086862
"143","stox2a",8393,0,0,0,0.180708467547018,0.48592439016489,0.273245153023775,0.156646335122614,0.198097214017371
"144","aip",3917,0,0,0,0,0.16197479672163,0,0.026995799453605,0.0661259338598372
"145","cntf",1137,0,0,0,0,0,0.273245153023775,0.0455408588372959,0.111551866599493
"146","zfp91",2922,0,0.173911032159367,0,0,0,0,0.0289851720265612,0.0709988815718676
"147","tesk1a",5427,0,0,0,0.180708467547018,0.16197479672163,0,0.057113877378108,0.0886785375175253
"148","faah2a",2491,0,0,0,0,0.16197479672163,0,0.026995799453605,0.0661259338598372
"149","txna",656,2172.46893161037,1932.93416693529,1938.63388656914,2006.67717787586,1433.07201399462,1914.97034367887,1899.79275344403,247.565010901665
"150","maml3",6520,0,0,0,0.180708467547018,0,0,0.030118077924503,0.0737739229484146
"151","scoca",2074,0,0,0.190660295689333,0,0,0,0.0317767159482221,0.0778367397745047
"152","clgn",2930,0,0.173911032159367,0,0.180708467547018,0,0.136622576511888,0.0818736793697122,0.0909357240268841
"153","naa15b",3208,0,0,0.190660295689333,0,0.16197479672163,0,0.0587725154018271,0.0915007450520586
"154","htt",11265,0,0,0,0,0.16197479672163,0,0.026995799453605,0.0661259338598372
"155","paip2b",1140,0,0,0,0.180708467547018,0.32394959344326,0.273245153023775,0.129650535669009,0.149269042062087
"156","dtx4b",3216,0,0,0,0,0.16197479672163,0,0.026995799453605,0.0661259338598372
"157","mogs",2992,0,0,0,0,0.16197479672163,0,0.026995799453605,0.0661259338598372
"158","suclg1",3715,0.378891463982625,0.173911032159367,1.71594266120399,0.542125402641054,0.48592439016489,1.0929806120951,0.731629260374505,0.571174901561725
"159","vwa11",5946,0,0,0,0,0,0.136622576511888,0.0227704294186479,0.0557759332997464
"160","ctnnd1",5282,0,0,0,0,0.32394959344326,0.136622576511888,0.076762028325858,0.132856775174322
"161","timm10",1545,0,0,0,0,0,0.273245153023775,0.0455408588372959,0.111551866599493
"162","unc93b1",5221,0,0,0,0.180708467547018,0,0.136622576511888,0.0528885073431509,0.0831121091081427
"163","zdhhc5a",5697,0,0,0.381320591378666,0.542125402641054,0.64789918688652,0.136622576511888,0.284661292903021,0.279839997254053
"164","tmx2b",2024,0,0,0,0,0,0.273245153023775,0.0455408588372959,0.111551866599493
"165","slc43a1b",3846,0.378891463982625,0,0,0,0.16197479672163,0.136622576511888,0.11291480620269,0.149640759090503
"166","tmem187",2163,0.189445731991312,0,0.0953301478446664,0,0,0,0.0474626466393298,0.0793237738660369
"167","ndufs8a",1529,0,0,0,0,0,0.136622576511888,0.0227704294186479,0.0557759332997464
"168","kdm2aa",6376,0,0,0,0,0.32394959344326,0,0.05399159890721,0.132251867719674
"169","vps37c",5370,0,0,0,0.180708467547018,0.16197479672163,0,0.057113877378108,0.0886785375175253
"170","dnaja1",2399,36.9419177383059,14.4346156692275,17.9220677947973,37.7680697173268,25.9159674754608,33.2675973806446,27.7083726292938,9.92509892145422
"171","rps6",818,0.378891463982625,1.21737722511557,1.90660295689333,7.22833870188072,15.7115552819981,8.74384489676081,5.86443508777186,5.90707678703781
"172","atf7ip",4482,0,0,0,0.180708467547018,0.16197479672163,0,0.057113877378108,0.0886785375175253
"173","prr36a",7547,0,0,0,0.542125402641054,0,0.409867729535663,0.158665522029453,0.249336327324428
"174","pkn1a",6914,0,0.173911032159367,0,0.722833870188072,0,0,0.149457483724573,0.289381621513916
"175","eif5b",4504,0,0.173911032159367,0.762641182757331,0.180708467547018,0.48592439016489,0.136622576511888,0.289967941523416,0.281006038970458
"176","atp11a",11173,0,0,0.190660295689333,0,0,0,0.0317767159482221,0.0778367397745047
"177","cab39l",3028,0,0,0,0,0.16197479672163,0.136622576511888,0.049766228872253,0.077513222057617
"178","cdadc1",3200,0,0.173911032159367,0,0,0,0,0.0289851720265612,0.0709988815718676
"179","kpna3",1857,0,0,0,0,0.16197479672163,0,0.026995799453605,0.0661259338598372
"180","agpat3",8048,0,0,1.143961774136,0.722833870188072,0,1.0929806120951,0.493296042736528,0.559588786219687
"181","itsn1",10355,0,0.173911032159367,0,0.180708467547018,0,0.136622576511888,0.0818736793697122,0.0909357240268841
"182","mhc1zba",2323,0,0,0.190660295689333,0.180708467547018,0.48592439016489,0.683112882559438,0.25673433932678,0.274334648170431
"183","cbr1",3815,0,0,0,0.180708467547018,0,0,0.030118077924503,0.0737739229484146
"184","bcl9",7386,0,0,0,0,0,0.136622576511888,0.0227704294186479,0.0557759332997464
"185","atp5md",372,0.189445731991312,0,0,0,0,0,0.0315742886652187,0.0773408962211285
"186","pdcd11",5772,0,0,0,0.180708467547018,0.48592439016489,0,0.111105476285318,0.197338035886034
"187","herc56.4",3165,2.08390305190444,4.34777580398418,5.91046916636932,12.2881757931972,4.21134471476238,31.4231925977342,10.0441435213253,11.0365054192125
"188","herc56.3",3180,0.75778292796525,5.73906406125912,0,18.2515552222488,3.88739512131912,31.1499474447104,9.96429079625045,12.2990965481207
"189","herc56.2",5478,1.13667439194787,4.34777580398418,3.05056473102932,3.16239818207282,1.6197479672163,6.55788367257061,3.31250745813685,1.96443774827271
"190","gstcd",4545,0.568337195973937,0.347822064318734,0,0.180708467547018,0.32394959344326,1.29791447686293,0.453121966357647,0.454807901638739
"191","hadh",3474,0,0.173911032159367,0,0,0.48592439016489,0,0.109972570387376,0.196877506403458
"192","cyp2u1",2205,320.068564199322,302.25737389298,139.468006296747,1590.05380594621,1497.61897048819,1802.59827449785,942.01083255355,762.81616455671
"193","aimp1a",1146,0,0.173911032159367,0,0.361416935094036,0.16197479672163,0.273245153023775,0.161757986166468,0.144756429889463
"194","abcg2d",2884,0,0.173911032159367,0,0,0.48592439016489,0,0.109972570387376,0.196877506403458
"195","ppm1kb",3570,0,0,0,0,0,0.136622576511888,0.0227704294186479,0.0557759332997464
"196","herc56.1",7132,0.189445731991312,1.91302135375304,0.762641182757331,1.44566774037614,0.48592439016489,2.25427251244615,1.17516215191481,0.824493510957569
"197","herc3",7432,0,0.347822064318734,0,0.180708467547018,0.48592439016489,1.0929806120951,0.351239255687624,0.410889469718333
"198","zgc:154142",4803,0,0.173911032159367,0,0,0,0,0.0289851720265612,0.0709988815718676
"199","mdh1aa",3248,3.031131711861,2.43475445023114,1.33462206982533,1.80708467547018,5.34516829181379,4.3719224483804,3.05411394126364,1.54151989583607
"200","ugp2a",5134,0,0.173911032159367,0.190660295689333,0.361416935094036,1.78172276393793,0.341556441279719,0.474877911360064,0.653507646835131
"201","psen2",2995,0,0.173911032159367,0.190660295689333,0,0,0,0.0607618879747833,0.0942808074610305
"202","srd5a2a",1024,0.189445731991312,0,0,0.180708467547018,0.16197479672163,0,0.0886881660433268,0.0975577014993251
"203","esf1",2515,0,0.173911032159367,0,0,0.16197479672163,0,0.0559809714801662,0.0868074499943072
"204","kif16ba",4458,0,0,0,0.180708467547018,0,0,0.030118077924503,0.0737739229484146
"205","spred2a",6702,0,0.173911032159367,0,0,0,0,0.0289851720265612,0.0709988815718676
"206","ppp3r1b",4401,0,0,0,0,0.16197479672163,0,0.026995799453605,0.0661259338598372
"207","fbxo48",1581,0,0.173911032159367,0,0,0,0,0.0289851720265612,0.0709988815718676
"208","prdx2",1022,20332.6420774316,11196.3922504201,8344.81982173072,9116.10970811065,5576.87323852409,9667.75507042245,10705.7653611066,5067.57414863352
"209","nfixa",13663,0,0,0,0,0.16197479672163,0.136622576511888,0.049766228872253,0.077513222057617
"210","rad23aa",1658,0,0,0.190660295689333,0,0.32394959344326,1.22960318860699,0.290702179623264,0.478784324190042
"211","si:ch211-217k17.11",1438,0,0,0,0,0,0.273245153023775,0.0455408588372959,0.111551866599493
"212","si:ch211-217k17.10",1365,0,0,0,0,0,0.136622576511888,0.0227704294186479,0.0557759332997464
"213","ccdc86",4620,0,0,0.190660295689333,0.542125402641054,0.48592439016489,0,0.203118348082546,0.252519873883817
"214","acy3.2",1801,0,0,0,0,0.16197479672163,0,0.026995799453605,0.0661259338598372
"215","abca1a",9626,300.176762340234,391.386777874656,1316.22335129131,7187.13717128,4792.10534840779,3573.02193222714,2926.67522390352,2755.6801893171
"216","osbp",8163,0,0.347822064318734,0.381320591378666,1.08425080528211,0.32394959344326,0.273245153023775,0.401764701241091,0.361414552101656
"217","LOC108179086",1112,0.378891463982625,0.869555160796836,0.190660295689333,0.180708467547018,0,0,0.269969231335969,0.326003528365581
"218","smarca5",5598,0,0,0,0,0.16197479672163,0,0.026995799453605,0.0661259338598372
"219","znf330",1696,0.568337195973937,0.695644128637469,3.05056473102932,1.80708467547018,0.48592439016489,1.36622576511888,1.32896348106578,0.988358221976973
"220","ucp1",2982,2.46279451588706,6.26079715773722,4.57584709654399,3.07204394829931,34.3386569049856,4.50854502489229,9.20311410805757,12.3848718129278
"221","elmod2",5808,0,0,0,0,0.32394959344326,0,0.05399159890721,0.132251867719674
"222","zgc:66455",2271,0,0,0,0,0,0.136622576511888,0.0227704294186479,0.0557759332997464
"223","commd1",2223,0,0,0,0,0,0.273245153023775,0.0455408588372959,0.111551866599493
"224","usp34",12146,0,0,0,0.180708467547018,0,0.54649030604755,0.121199795599095,0.220531567866173
"225","cct4",2389,0,0,0,0,1.13382357705141,0.683112882559438,0.302822743268475,0.490303871319094
"226","pus10",1894,0,0,0,0.180708467547018,0,0,0.030118077924503,0.0737739229484146
"227","ltv1",2359,0.189445731991312,0,0,0,0.48592439016489,0.273245153023775,0.15810254586333,0.19834143385941
"228","nup133",3659,0,0,0,0,0.32394959344326,0,0.05399159890721,0.132251867719674
"229","smdt1b",605,0,0.521733096478102,0,0.361416935094036,0,0,0.14719167192869,0.233595931138544
"230","rfx1b",6522,0,0,0,0,0,0.136622576511888,0.0227704294186479,0.0557759332997464
"231","tnpo2b",4758,0,0,0,0,0,0.136622576511888,0.0227704294186479,0.0557759332997464
"232","tsc2",6780,0,0,0,0.180708467547018,0,0.136622576511888,0.0528885073431509,0.0831121091081427
"233","exosc1",612,0,0,0,0,1.29579837377304,0.136622576511888,0.238736825047488,0.520727860611102
"234","pgam1b",2576,0,0,0,0,0.16197479672163,0.273245153023775,0.0725366582909009,0.117753426827362
"235","avpi1",4049,0,0,0,0,0,0.136622576511888,0.0227704294186479,0.0557759332997464
"236","zfyve27",3004,0,0,0,0,0,0.136622576511888,0.0227704294186479,0.0557759332997464
"237","zgc:136864",1406,0,0,0,0.180708467547018,0,0,0.030118077924503,0.0737739229484146
"238","aftpha",4099,0,0,0,0,0.16197479672163,0,0.026995799453605,0.0661259338598372
"239","rab1aa",1069,0,0,0,0.361416935094036,0,0,0.060236155849006,0.147547845896829
"240","mb",1457,0,0,0.762641182757331,0.180708467547018,0,0.273245153023775,0.202765800554687,0.297407537995989
"241","mri1",6670,0,0,0,0,0.16197479672163,0,0.026995799453605,0.0661259338598372
"242","cc2d1a",11759,0,0,0,0.180708467547018,0,0,0.030118077924503,0.0737739229484146
"243","dnajb1b",2169,17.6184530751921,24.5214555344708,10.6769765586026,59.814502758063,34.0147073115423,39.2106794589117,30.9761291161304,17.5547058415877
"244","tecrb",3548,0.189445731991312,0,0,0,0.16197479672163,0,0.0585700881188238,0.0911512905111682
"245","ndufb7",589,0,0,0.190660295689333,0,0.16197479672163,0,0.0587725154018271,0.0915007450520586
"246","c3a.6",5152,0,0.260866548239051,0.953301478446664,2.89133548075229,3.72542032459749,0.409867729535663,1.37346526026186,1.55338103186678
"247","c3a.1",6264,2.27334878389575,2.95648754670924,10.867636854292,21.0525364692276,24.6201691016878,7.7874868611776,11.5929442694983,9.33427333097292
"248","c3a.2",5164,0.189445731991312,0.347822064318734,1.33462206982533,0.542125402641054,4.53529430820564,1.22960318860699,1.36315212759818,1.62257215684681
"249","c3a.3",5179,0,0,1.143961774136,0.90354233773509,2.10567235738119,0,0.692196078208713,0.858379975218236
"250","gcgrb",4737,0,0,0,0,0.32394959344326,0,0.05399159890721,0.132251867719674
"251","slc25a10b",2802,0,0,0.190660295689333,0,0,0,0.0317767159482221,0.0778367397745047
"252","colgalt1b",5614,0,0,0,0.180708467547018,0,0,0.030118077924503,0.0737739229484146
"253","slc27a1b",2590,0.189445731991312,0,0.190660295689333,0.451771168867545,1.37678577213386,0.819735459071326,0.504733071292229,0.512895831220063
