"","Geneid","E1_cpm","E2_cpm","E3_cpm","CPM_mean_E13","L1_CPM","L2_CPM","L3_CPM","CPM_mean_UN13"
"14","cyp2u1",320.068564199322,302.25737389298,139.468006296747,253.93131479635,14.4888404001778,15.767986848037,6.03000209918288,12.0956097824659
"15","prdx2",20332.6420774316,11196.3922504201,8344.81982173072,13291.2847165275,1355.97606133417,761.823497018902,684.117653541758,933.972403964943
"16","abca1a",300.176762340234,391.386777874656,1316.22335129131,669.262297168733,74.0405590229444,94.7993646371498,308.049614931487,158.963179530527
"17","dnajb1b",17.6184530751921,24.5214555344708,10.6769765586026,17.6056283894218,1.82440802520602,2.90646115190087,1.85538526128704,2.19541814613131
"18","cyp3a65",1468.58331439665,10054.4924132617,1502.3077998841,4341.79450918082,75.6217126447896,673.098114070455,88.0194767954572,278.913101170234
"19","abcf3",104.005706863231,141.824446725964,126.693766485562,124.174640024919,4.89549486763616,8.02322509596586,6.75360235108483,6.55744077156228
"20","slc22a23",89.6078312318908,98.0858221378831,158.72469616137,115.472783177048,14.0935519947165,21.1632141359967,39.2970598340595,24.8512753215909
"21","cyp8b1.2",66.7796205269376,46.173379038312,54.9101651585278,55.9543882412591,4.241748658604,2.95867302888112,3.06138568112362,3.42060245620291
"22","cyp8b1.1",3100.46884976982,1144.85632470511,1066.74435438182,1770.68984295225,180.479563893506,76.3685720631198,69.5769472982641,108.808361084963
"23","cyp8b1.3",13.1664783733962,11.7389946707573,4.95716768792265,9.95421357735872,0.790576810922609,0.348079179868367,0.204092378741575,0.447582789844184
"24","aldh9a1b",308.985988877831,329.996183522399,543.381842714598,394.121338371609,16.966994634416,20.0145528424311,32.9887499456836,23.3234324741769
"25","prdx1",116.130233710675,194.867311534571,146.236446793718,152.411330679655,5.41241047477786,11.0863218788075,7.34732563469668,7.94868599609401
"26","mtf2",1.70501158792181,2.43475445023114,2.28792354827199,2.14256319547498,0.182440802520602,0.469906892822296,0.0742154104514817,0.24218770193146
"27","abcd3b",40.4466637801452,35.1300284961922,27.2644222835746,34.2803715199707,1.94603522688642,1.37491276048005,1.41009279857815,1.57701359531487
"28","tfa",409269.276553164,445031.722676599,427221.008934246,427174.002721336,24379.6252544289,29373.7406386498,30624.4325072255,28125.9328001014
"29","dnajc1",310.596277599757,315.822434401411,517.07072190947,381.163144636879,17.2406558381969,20.049360760418,32.5805651882005,23.2901939289385
"30","cyp7a1",121.24526847444,18.7823914732117,62.6319071339458,67.5531890271992,4.83468126679596,0.591734605776224,3.41390888076816,2.94677491778011
"31","dnajb6a",61.0015257012026,82.2599182113807,105.62580381189,82.9624159081578,12.6492289747617,13.5054721788926,13.9896048701043,13.3814353412529
"32","abcf2a",68.5793549808551,186.606537507001,308.869679016719,188.018523834858,4.37857926049445,12.6178702702283,18.7022834337734,11.8995776548321
"33","keap1a",369.60862311505,1443.98330001923,471.312250944031,761.63472469277,19.2018944652934,74.9066395076726,23.6561620814098,39.2548986847919
"34","cyp7b1",102.300695275309,10.7824839938808,47.0930930352652,53.3920907681517,13.3789921848442,6.03917377071617,10.4829267262718,9.96703089394406
"35","slc39a6",25.3857280868359,50.9559324226946,56.7214379675765,44.3543661590357,1.48993322058492,2.43655425907857,3.26547805986519,2.39732184650956
"36","slco5a1a",14.5873213633311,30.9561637243674,28.4083840577106,24.6506230484697,1.91562842646632,6.96158359736734,5.9557866887314,4.94433290418835
"37","per2",31.4479915105579,153.650396912801,95.9974588795791,93.698615767646,2.55417123528843,14.0972067846689,7.94104891830854,8.19747564608862
"38","hsd11b1lb",259.06703849812,436.255824171773,364.542485358004,353.288449342632,33.9035824684119,88.9516344153613,84.4942447990119,69.116487227595
"39","gpx4b",3652.13482132852,4639.1637383672,1405.35703952607,3232.21853307393,197.993880935483,299.278478850822,84.5684602094633,193.946939998589
"40","txn2",160.839426460624,152.867797268084,193.329539828983,169.01225451923,13.8807043917758,15.5243314221292,17.9230216240328,15.7760191459793
"41","cyp2k22",4482.75963324443,9919.62440782207,9853.22875107687,8085.20426404779,196.397523913428,493.489257258378,522.235289494464,404.04069022209
"42","dnaja3a",561.327703890259,534.776423890054,498.767333523294,531.623820434536,32.1855982446762,43.2488380986446,36.0130279215815,37.1491547549674
"43","hmox2b",1.5155658559305,4.69559786830291,6.86377064481598,4.3583114563498,1.55074682142512,4.87310851815714,5.2692941420552,3.89771649387915
"44","abca3b",28.7957512626795,50.5211548422962,57.7700695938678,45.6956585662812,3.04068004201004,5.55186291890046,7.64418727650261,5.41224341247104
"45","cyp2k18",26.2382338807968,41.3038701378497,20.6866420822926,29.4095820336464,1.56595022163517,12.6178702702283,3.4510165859939,5.87827902595246
"46","cyp2k19",358.336602061567,190.693446762746,164.158514588516,237.72952113761,77.3853070691554,103.483940174866,68.0926390892344,82.9872954444186
"47","cyp2k21",26.4276796127881,39.9125818805748,13.155560402564,26.4986072986423,1.64196722268542,11.7128644025706,1.26166197767519,4.8721645343104
"48","cyp2k16",19.7970789930921,76.6947651822809,7.14976108834998,34.5472017545743,0.973017613443211,4.47281746130852,0.90913877803065,2.11832461759413
"49","cyp2k6",0.189445731991312,0,0.0953301478446664,0.0949252932786595,0.0304068004201004,0.0348079179868367,0.0742154104514817,0.0464767096194729
"50","dnajc7",151.746031325041,146.520044594267,150.430973298884,149.565683072731,9.13724352624016,14.3582661695702,13.1361276499123,12.2105457819076
"51","nfe2l1a",16.2923329512529,68.5209466707907,43.6612077128572,42.8248291116336,3.13190044327034,15.2110601602476,9.23981860120947,9.19425973490914
"52","hmox1a",16.2923329512529,122.520322156274,26.1204605094386,54.9777052056552,1.26188221743416,9.85064079027479,2.11513919786723,4.40922073519206
"53","naa60",47.3614329978281,38.6082491393795,28.7897046490892,38.2531289287656,3.74003645167234,5.04714810809133,2.89440100760778,3.89386185579048
"54","sult3st1",303.776231248069,146.259178046028,62.7272372817905,170.920882191963,20.7982514873486,31.1704905572123,6.15987906747298,19.3762070373446
"55","hsd17b14",89.1342169019125,69.9122349280656,87.8943963127824,82.3136160475868,11.6762113613185,10.5816070679984,12.319758134946,11.5258588547543
"56","aldh16a1",309.459603207809,311.387703081347,133.366876834688,251.404727707948,17.1342320367265,17.3865550344249,7.75551039217983,14.0920991544437
"57","fthl27",850.042999445019,1419.98357758123,740.905909048747,1003.644162025,106.271767468251,195.568287209042,99.7640654994042,133.868040058899
"58","fthl31",42.2463982340627,29.9126975314112,40.8013032775172,37.6534663476637,3.58800244957184,3.56781159365076,3.80353978563843,3.65311794295368
"59","hsd3b7",2032.84742713278,1858.67415620324,1083.9991111417,1658.50689815924,100.646509390532,112.272939466542,58.6301742566705,90.5165410379148
"60","rarab",3.031131711861,8.78250712404804,7.81707212326264,6.54357031972389,0.973017613443211,2.48876613605883,2.91295486022066,2.12491286990757
"61","aldh3b1",8.71450367160037,5.56515302909975,2.47858384396133,5.58608018155382,0.334474804621104,0.417695015842041,0.111323115677222,0.287830978713456
"62","clpp",350.474604183928,202.954174529982,332.892876273575,295.440551662495,17.7575714453386,11.4344010586759,22.1718538723801,17.1212754587982
"63","thraa",90.9339513558299,35.999583656989,86.9410948343357,71.2915432823849,6.96315729620298,6.71792817145949,15.9748670996814,9.88531752244796
"64","abcc1",6.72532348569159,15.9998149586618,16.2061251335933,12.9770878593156,0.456102006301505,1.02683358061168,1.3173235355138,0.933419707475662
"65","abcc6b.2",60.7173571032156,14.4346156692275,91.3262816351904,55.4927514692112,3.08629024264019,1.11385337557878,4.84255553195918,3.01423305005938
"66","cyp3c4",35.6157976143667,39.3908487840967,71.6882711791891,48.8983058592175,1.42911961974472,3.44598388069684,3.72932437518695,2.8681426252095
"67","cyp3c3",19.5129103951052,102.172731393628,232.033579853918,117.906407214217,2.15888282982712,22.2770675115755,19.611422211804,14.6824575177355
"68","cyp3c2",23.3018250349314,33.5648292067579,22.7839053348753,26.5501865255215,1.15545841596381,1.25308504752612,0.612277136224724,1.00694019990488
"69","cyp3c1",2710.40008759971,2284.75618499369,5254.97906978939,3416.71178079426,135.006193865246,126.666013554099,261.961845041117,174.544684153487
"70","mafk",0.568337195973937,0.869555160796836,0.762641182757331,0.733511179842701,0.714559809872358,1.705587981355,2.05947764002862,1.49320847708533
"71","slc16a5b",2.65224024787837,1.73911032159367,2.47858384396133,2.28997813781112,0.456102006301505,0.330675220874949,0.259753936580186,0.348843721252213
"72","dnajb1a",35.2369061503841,26.7822989525426,34.8908341111479,32.3033464046915,2.37173043276783,1.705587981355,2.18935460831871,2.08889100748051
"73","dnajc2",4.5466975677915,41.9995142664872,24.5951781439239,23.7137966594009,0.425695205881405,1.77520381732867,1.78116985083556,1.32735629134855
"74","aldh1l2",2.27334878389575,3.13039857886861,12.7742398111853,6.05932905798322,0.486508806721606,0.730966277723571,1.48430820902963,0.900594431158269
"75","hspa14",271.665179675542,218.693122940404,133.080886391154,207.813063002367,17.1798422373567,19.3532024006812,10.3530497579817,15.6286981320065
"76","hsp90b1",2124.06554708659,2121.97545889252,10840.9444128955,5028.99513962487,106.925513677283,125.378120588586,643.354839351282,291.886157872384
"77","mgst1.1",70.6632580327595,105.303129972497,114.777498004978,96.9146286700782,15.9939770209728,33.8681042011921,30.3169951694303,26.7263587971984
"78","mgst1.2",4620.6761261341,4938.46462471347,4831.04590232416,4796.72888439058,254.58093651729,303.124753788368,278.511881571798,278.739190625819
"79","abcc9",7.95672074363512,15.4780818621837,23.4512163697879,15.6286729918689,0.304068004201003,0.452502933828877,0.853477220192039,0.536682719407306
"80","akr1b1.1",1075.48342051468,695.904995185708,240.231972568559,670.540129422982,52.6341715271937,38.2539018675336,11.7631425565598,34.2170719837624
"81","akr1b1.2",111.2046446789,62.9557936416909,35.6534752939052,69.937971204832,7.84495450838589,6.78754400743316,1.92960067173852,5.52069972918586
"82","dnajb9b",22.3545963749749,6.08688612557785,104.672502333444,44.3713282779989,0.942610813023111,1.0442375396051,6.4567407092789,2.81452968730237
"83","pparaa",23.680716498914,90.2598256907116,74.1668550231504,62.702465737592,3.67922285083214,25.2183365814632,20.8359764842535,16.5778453055163
"84","slco1d1",7883.40524535448,6274.01439618133,6831.26306440095,6996.22756864559,494.201727227891,468.671211733763,551.531822770186,504.801587243947
"85","hspa5",788.852028011825,441.820977200872,10612.7240389553,3947.79901472267,41.3836553717566,26.001514736167,567.339705196352,211.574958434759
"86","hspb1",36.373580542332,59.1297509341848,48.2370548094012,47.913462095306,2.52376443486833,4.59464517426245,3.52523199644538,3.54788053519205
"87","prdx4",1777.2851346765,1604.5901382184,1168.65228242777,1516.84251844089,61.7866184536439,55.7970925328993,41.9317069050871,53.1718059638768
"88","ugt2b1",104.858212657191,129.563718958729,90.8496308959671,108.423854170629,8.62032791909845,8.44092011180791,4.41581692186316,7.15902165092317
"89","ugt2b5",30.8796543145839,55.2167527105991,54.9101651585278,47.0021907279036,1.44432301995477,2.43655425907857,2.26357001877019,2.04814909926784
"90","ugt2b6",75.1152327345554,96.6945338806082,42.6125760865659,71.4741142339098,3.16230724369044,4.12473828144015,2.04092378741575,3.10932310418211
"91","gstt2",181.678456979669,129.12894137833,222.119244478073,177.642214278691,20.1901154789466,28.1073937743707,41.4678605897654,29.9217899476942
"92","hspb8",136.969264229719,56.8689075161131,77.2174197541798,90.3518638333373,20.9958956900793,14.5845176364846,15.9563132470686,17.1789088578775
"93","slc39a14",14.5873213633311,27.8257651454987,22.4979148913413,21.6370004667237,1.00342441386331,1.65337610437474,1.46575435641676,1.37418495821827
"94","npas2",0.947228659956562,5.21733096478102,5.14782798361199,3.77079586944986,0.516915607141706,4.24656599439408,0.797815662353428,1.85376575462974
"95","abca2",2.84168597986969,12.3476832833151,2.09726325258266,5.76221083858915,0.334474804621104,1.58376026840107,0.371077052257408,0.763104041759861
"96","cyp1d1",227.808492719553,647.644683761484,371.882906742044,415.778694407694,14.6256710020683,51.3416790305842,34.1205349550687,33.3626283292404
"97","abcb9",6.062263423722,40.6082260092122,2.85990443533999,16.5101312894247,0.243254403360803,2.61059384901275,0.296861641805927,1.05023663139316
"98","ar",32.2057744385231,100.433621072035,104.958492776978,79.1992960958454,7.14559809872358,45.4069290138285,42.3398916625703,31.6308062583741
"99","hsd20b2",82.6930620142079,132.085428925039,224.883818765568,146.554103234938,9.63895573317181,15.9072185199844,27.4225941618225,17.6562561383262
"100","akr1a1a",1055.11800432561,1225.29017707882,832.518181127472,1037.64212084397,40.3802309578933,55.4490133530309,36.5696434999676,44.1329626036306
"101","slc30a5",547.687611186884,387.734646199309,476.841399519021,470.754552301738,18.5025380556311,13.2096048760045,16.7726827620349,16.1616085645568
"102","slc31a1",281.895249203073,126.607231412019,310.966942269302,239.823140961465,141.513249155147,125.064849326704,270.403847979973,178.993982153941
"103","aldh2.1",832.803437833809,1044.68357018132,1765.13301749184,1214.20667516899,45.5493870293103,60.4961614611222,98.8363728687607,68.2939737863977
"104","aldh2.2",1891.42618820126,2546.84011045785,1735.77133195569,2058.01254353827,100.312034585911,149.273756286549,103.530497579817,117.705429484092
"105","ugt2a5",204.127776220639,222.953943228309,166.637098432477,197.906272627142,9.66936253359191,12.2175792133797,6.23409447792446,9.37367874163202
"106","ugt2a1",709.853157771448,270.257743975657,305.056473102932,428.389124950012,30.8476990261918,10.9296862478667,10.7983422206906,17.5252424982497
"107","ugt2a2",7.38838354766118,14.3476601531478,13.441550846098,11.725864848969,0.319271404411054,0.696158359736734,0.426738610096019,0.480722791414602
"108","ugt2a3",300.366208072226,228.258229709169,213.348870876363,247.324436219253,10.5663631459849,10.5119912320247,7.88538736046993,9.65458057949318
"109","ugt2a4",6.34643202170897,21.0432348912834,5.05249783576732,10.8140549162532,0.425695205881405,0.696158359736734,0.166984673515834,0.429612746377991
"110","dnajc25",19.8918018590878,8.86946264012773,17.7314074991079,15.4975573327745,5.22996967225726,5.25599561601234,7.38443333992242,5.95679954273067
"111","keap1b",86.7661452520211,138.954914695334,107.723067064473,111.148042337276,5.32119007351756,10.3031437241037,8.07092588659863,7.89841989473996
"112","hmox1b",5230.50193741414,6865.39886103926,2120.6191388046,4738.839979086,217.667080807288,287.269747145363,93.2516632322867,199.396163728313
"113","abcc4",188.024889001378,184.345694088929,153.00488729069,175.125156793666,20.311742680627,26.2973820390551,18.6280680233219,21.7457309143347
"114","cyp27a2",121.90832853641,106.520507197612,79.6960035981411,102.708279777388,15.6899090167718,22.5555308554702,16.6613596463576,18.3022665061999
"115","cyp20a1",959.92152399998,430.603715626593,653.297503179499,681.274247602024,38.190941327646,19.2835865647075,29.6490564753669,29.0411947892401
"116","nfe2l2b",10.2300695275309,23.6519003736739,41.0872937210512,24.989754540752,1.09464481512361,1.8970315302826,2.70886248147908,1.90017960896176
"117","slc15a1b",3.97836037181756,797.729904515017,1.143961774136,267.61740888699,2.58457803570853,244.421200103567,0.111323115677222,82.3723670849842
"118","aldh1l1",11398.0971881233,16811.1099236852,12581.9589029826,13597.0553382637,451.723427041011,679.833446200908,503.996852376012,545.184575205977
"119","slco2a1",336.455620016571,530.42864808607,987.14368093152,618.00931634472,77.5069342708358,116.293253994021,247.526947708304,147.109045324387
"120","dnajc6",3.78891463982625,1.73911032159367,3.05056473102932,2.85952989748308,0.273661203780903,0.0348079179868367,0.519507873160372,0.275992331642704
"121","akr1a1b",220.89372350187,244.69282224823,282.272567768057,249.286371172719,8.2706497142673,10.1987199701432,12.1156657562044,10.1950118135383
"122","hsd17b7",19.5129103951052,10.0868398652433,6.48245005343731,12.0274001045953,1.94603522688642,1.0442375396051,0.259753936580186,1.08334223435724
"123","vdrb",10.6089609915135,56.1732633874756,20.5913119344479,29.124512104479,1.44432301995477,7.74476175207117,3.50667814383251,4.23192097195282
"124","gpx1b",90.7445056238386,2425.71107655885,24.4045178482346,846.953366676974,7.26722530040399,189.859788659201,1.74406214560982,66.2903587017383
"125","ncoa5",39.0258207902104,112.78130435535,82.3652477377918,78.0574576277841,2.91905284032963,6.75273608944632,6.04855595179576,5.2401149605239
"126","cyp24a1",4156.81825135338,3453.43832110463,1788.39357356594,3132.88338200798,226.409035928067,191.147681624714,90.8396623926135,169.465459981798
"127","arnt2",2.27334878389575,4.52168683614355,3.90853606163132,3.56785722722354,1.42911961974472,3.30675220874949,2.67175477625334,2.46920886824918
"128","fth1a",4697.96998478656,10660.3114937888,5165.75005140678,6841.34384332738,343.414403944613,919.016054647457,389.352597081086,550.594351891052
"129","clpxa",300.555653804217,362.952324116599,1054.25610501417,572.588027644995,36.8378387089516,55.8319004508861,140.693864363396,77.7878678410779
"130","slc39a1",117.077462370631,179.302274156308,133.462206982533,143.280647836491,8.1490225125869,13.7839355227873,10.167511231853,10.7001564224091
"131","dnajc3b",11.3667439194787,17.5650142480961,32.2215899714972,20.3844493796907,2.25010323108743,6.80494796642658,8.92440310679067,5.99315143476823
"132","ugt5g1",156.861066088807,65.5644591240814,103.242550115774,108.556025109554,11.204905954807,6.87456380240025,9.64800335869261,9.24249103863329
"133","txnb",4975.41325928784,2198.6702240748,4031.32129205525,3735.1349251393,284.425211129619,135.768284107657,244.020269564472,221.404588267249
"134","cyp26b1",0.189445731991312,1.0434661929562,2.09726325258266,1.11005839251006,0.212847602940702,0.417695015842041,0.333969347031667,0.321503988604803
"135","nat16l",1.32612012393919,5.21733096478102,0.571980887067998,2.37181065859607,0.152034002100502,0.487310851815714,0.0742154104514817,0.237853421455899
"136","cyp2r1",21.217921983027,19.8258576661679,403.341855530783,148.128545059993,1.18586521638391,2.15809091518388,40.7442603378634,14.6960721564771
"137","aldh1a2",11.840358249457,121.911633543716,9.34235448877731,47.6981154273168,1.88522162604622,26.1059384901275,1.29876968290093,9.76330993302488
"138","slc39a13",10.9878524554961,10.434661929562,6.38711990559265,9.26987809688358,0.790576810922609,0.278463343894694,0.296861641805927,0.45530059887441
"139","nr1h3",77.1991357864598,63.1297046738503,65.2058211257518,68.5115538620206,21.7712691007919,32.1625162198371,39.092967455318,31.0089175919823
"140","hsd11b2",2200.60162281108,1708.5889354497,1624.52104942096,1844.57053589391,200.563255570982,165.459438150428,171.103628795891,179.042107505767
"141","abcc12",140.00039594158,492.08126549493,93.6142051834624,241.898622206657,8.58992111867835,33.3285814723962,4.6384631532176,15.5189885814307
"142","slc67a1",1652.9140116242,963.641029195054,1396.30067548083,1337.61857210003,79.4225626973021,62.1147296475101,75.3471954608668,72.2948292685597
"143","dnajb6b",7.5778292796525,19.9997686983272,17.3500869077293,14.975894961903,1.06423801470351,3.01088490586138,1.89249296651278,1.98920529569256
"144","abcf2b",5.87281769173068,25.7388327595863,4.00386620947599,11.871838886931,0.410491805671355,2.69761364397985,0.111323115677222,1.07314285510948
"145","dnaja2a",1814.70066674478,1976.32496945905,2531.58740616296,2107.53768078893,116.488452409404,164.467412487804,206.912564338731,162.622809745313
"146","hsd17b12b",468.309849482524,635.210044962089,214.111512059121,439.210468834578,46.8568794473746,82.3555339568557,28.6471484342719,52.6198539461674
"147","per1b",23.3018250349314,87.390293660082,34.7001738154586,48.4640975034907,7.05437769746328,15.767986848037,7.97815662353428,10.2668403896782
"148","cyp2x10.2",1711.16857421153,469.385875798132,2425.58028175969,1535.37824392312,58.168209203652,17.6128065013394,86.2939685024603,54.0249947358172
"149","cyp2x12",284.35804371896,1755.19709206841,43.9471981563912,694.500777981254,12.436381371821,84.2525654871383,2.07803149264149,32.9223261172003
"150","slc22a31",73.5996668786249,225.997386291098,237.848718872443,179.148590680722,6.87193689494268,23.9130396569568,29.3150871283353,20.0333545600783
"151","nqo1",409.392226833226,749.556548606873,554.344809716735,571.097861718945,28.3391379915335,50.4366731629264,35.512073901034,38.0959616851646
"152","cyp7a1b",96.9014919135563,108.520484067445,63.2038880210138,89.5419546673384,6.49185188969143,7.32706673622913,5.15797102637798,6.32562988409951
"153","hspa12b",9.28284086757431,6.43470818989659,6.29178975774798,7.33644627173963,0.364881605041204,0.522118769802551,0.204092378741575,0.363697584528443
"154","bmal1b",8.33561220761774,16.6085035712196,8.38905301033064,11.111056263056,0.82098361134271,0.800582113697245,0.89058492541778,0.837383550152578
"155","hnf4b",545.982599598962,1200.76872154435,1244.15375952074,996.968360221351,32.4592594484571,76.8210749969487,95.7378794824113,68.3394046426057
"156","sod3a",952.817309050306,983.119064796903,734.42345899531,890.11994428084,64.5232304914529,70.1553587024694,52.2105412526173,62.2963768155132
"157","hsd17b4",901.193347082673,2040.67205135801,1124.99107471491,1355.6188243852,47.3585916543063,119.217119104916,64.4004224192732,76.9920443928318
"158","abcd1",11.9350811154527,14.7824377335462,40.2293223904492,22.3156137464827,0.440898606091455,0.939813785644592,2.26357001877019,1.21476080350208
"159","nr1h5",707.863977585539,836.077287106158,1157.30799483425,900.416419841982,31.0605466291325,39.8376621359346,57.7952508890913,42.8978198847195
"160","ugt5e1",109.878524554961,46.434245586551,84.0811903989958,80.1313201801693,7.48007290334469,5.72590250883464,6.97624858243928,6.7274079982062
"161","gclm",71.0421494967422,87.2163826279226,69.4956777787618,75.9180699678089,5.32119007351756,12.7396979831822,7.16178710856798,8.40755838842258
"162","aldh9a1a.2",49.7295046477195,40.6951815252919,33.3655517456332,41.2634126395482,1.39871281932462,2.12328299719704,1.98526222957713,1.83575268203293
"163","aldh9a1a.1",11250.4242400361,6860.79021868704,8458.73934840509,8856.65126904274,580.830701624757,420.549265116961,486.834538709107,496.071501816942
"164","ppardb",125.981411774223,141.563580177725,153.767528473447,140.437506808465,12.9837037793829,16.6555887567014,18.2569909710645,15.9654278357163
"165","gstm.1",435.346292116036,403.212728061493,223.453866547898,354.004295575142,29.9050882131687,26.8020968498643,20.9472995999307,25.8848282209879
"166","gstm.2",33.7213402944536,1.21737722511557,26.6924413965066,20.5437196386919,5.62525807771857,0.226251466914439,5.60326348908687,3.81825767790663
"167","gstm.3",203.369993292674,173.563210095048,79.2193528589178,152.050852082213,12.2235337688803,10.4249714370576,4.67557085844334,9.10802535479375
"168","hsd17b3",653.114161040049,1379.37535157202,1491.24950273412,1174.57967178206,64.9033154967042,117.946630098396,177.133630895074,119.994525496725
"169","gstt1a",19510.3528777233,9744.75686498582,10541.2264280718,13265.4453902603,823.857053982409,434.228776885788,456.313451160935,571.466427343044
"170","slc15a4",8.14616647562643,15.651992894343,17.0640964641953,13.6207519447216,0.562525807771857,2.64540176699959,1.91104681912565,1.7063247979657
"171","gpx8",9.09339513558299,7.82599644717152,4.95716768792265,7.29218642355905,0.699356409662308,0.870197949670918,0.259753936580186,0.609769431971137
"172","sult1st1",37.9838692642581,53.5645979050851,35.6534752939052,42.4006474877495,2.46295083402813,3.62002347063102,2.70886248147908,2.93061226204608
"173","sult1st2",29.3640884586534,204.693284851575,1.81127280904866,78.622882039759,2.67579843696883,88.5513433585126,0.259753936580186,30.4956319106872
"174","sult1st3",1192.27671428732,982.075598603947,1829.48086728699,1334.61106005942,104.675410446195,109.453498109608,161.474179289811,125.201029281871
"175","sult1st4",495.021697693299,379.2130056235,401.721243017424,425.318648778074,31.6990894379546,31.988476629903,35.0482275857122,32.9119312178566
"176","slc15a1a",5.3992033617524,533.646002181018,0.381320591378666,179.808842044716,0.577729207981907,41.7869055431975,0.0556615578386112,14.1400987696727
"177","nfe2l2a",388.647919180177,284.083671032326,141.660599697174,271.464063303226,89.4568068359352,142.642847910057,69.447070329974,100.515575025322
"178","dnajb2",36.1841348103407,28.869231338455,30.1243267189146,31.7258976225701,5.92932608191957,8.51053594778158,7.55141801343826,7.33042668104647
"179","nr1i2",68.6740778468507,40.0864929127341,53.9568636800812,54.239144813222,16.069994022023,18.2567529840959,23.0067772399593,19.1111747486927
"180","ugt1a6",5.96754055772634,0.95651067687652,0,2.30801707820095,0.425695205881405,0.0348079179868367,0,0.153501041289414
"181","ugt1a5",279.432454687186,32.1735409494829,46.3304518525079,119.312149163059,10.4903461449346,0.696158359736734,1.74406214560982,4.31018888342705
"182","ugt1a4",574.115290799672,239.12766921913,140.897958514417,318.046972844406,20.5245902835677,9.22409826651173,5.17652487899085,11.6417378096901
"183","ugt1ab",1398.67783929186,931.815310309889,137.561403339854,822.684850980534,44.0746572089355,33.5548329393106,4.93532479502353,27.5216049810899
"184","ugt1a2",11.7456353834614,44.9560018131964,0.953301478446664,19.2183128917015,0.243254403360803,1.77520381732867,0.111323115677222,0.709927112122232
"185","ugt1a1",202.043873168735,135.476694052147,88.4663771998504,141.995648140244,7.17600489914368,4.57724121526903,3.30258576509093,5.01861062650121
"186","abcb6b",3.22057744385231,2.43475445023114,1.33462206982533,2.32998465463626,0.212847602940702,0.10442375396051,0.222646231354445,0.179972529418552
"187","dnajc15",60.62263423722,37.7386939785827,41.7546047559639,46.7053109905889,5.01712206931656,4.03771848647306,3.15415494418797,4.0696651666592
"188","cyp27a3",344.507063626202,434.777580398418,433.180191806164,404.154945276928,19.5211658697044,32.7542508256134,29.2223178652709,27.1659115201962
"189","slc39a10",5.30448049575675,10.2607508974027,4.19452650516532,6.58658596610826,1.15545841596381,7.24004694126204,0.964800335869262,3.12010189769837
"190","dnajc3a",210.095316778365,118.25950186837,785.806408683585,371.387075776773,13.4702125861045,9.32852202047224,59.5393130347012,27.446015880426
"191","hspd1",763.65574565698,409.908302799628,326.982407107206,500.182151854605,54.2153251490389,40.516416536678,30.8365030425906,41.8560815761025
"192","hspe1",2129.37002758235,805.903723026508,1042.91181742065,1326.06185600984,126.857171352659,50.8543681787685,64.6972840610791,80.8029411975022
"193","dnajb11",171.82727891612,96.2597563002097,696.291399857443,321.459478357924,13.2573649831638,11.1385337557878,51.4869410007154,25.2942799132223
"194","dnajc28",88.2817111079516,155.998195846952,129.267680477368,124.515862477424,5.00191866910651,8.21466864489347,8.36778752840456,7.19479161413485
"195","slc15a2",3.97836037181756,7.30426335069342,2.85990443533999,4.71417605261699,0.152034002100502,0.417695015842041,0.0371077052257408,0.202278907722761
